Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,MathScore
female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,school_bus,58
female,group D,some college,free/reduced,,married,regularly,yes,5,,71
female,group C,some high school,free/reduced,completed,married,sometimes,yes,2,private,55
female,group C,some high school,standard,,married,regularly,yes,3,school_bus,79
male,group C,associate's degree,standard,completed,,sometimes,yes,3,school_bus,67
male,group D,high school,standard,none,married,sometimes,no,2,private,46
female,group A,high school,standard,completed,married,regularly,no,1,school_bus,84
male,group B,some high school,standard,none,married,sometimes,yes,5,private,80
female,group A,some college,standard,completed,divorced,,no,3,school_bus,64
female,group D,associate's degree,standard,,married,sometimes,yes,3,private,52
male,group D,bachelor's degree,free/reduced,completed,married,sometimes,yes,1,private,70
female,group B,bachelor's degree,standard,none,married,regularly,yes,0,private,66
male,group B,high school,free/reduced,completed,single,sometimes,yes,0,school_bus,60
female,group E,master's degree,standard,none,married,sometimes,yes,2,private,70
male,group C,some college,free/reduced,none,single,sometimes,yes,2,school_bus,42
male,group E,some high school,free/reduced,none,single,sometimes,no,3,school_bus,61
female,group D,high school,standard,,married,never,no,,school_bus,79
male,group D,high school,free/reduced,none,married,never,yes,0,,46
female,group B,master's degree,standard,none,divorced,regularly,no,2,school_bus,69
female,group E,high school,standard,none,single,sometimes,yes,0,school_bus,77
female,group E,some college,free/reduced,none,single,regularly,yes,2,school_bus,51
male,group C,some college,standard,completed,single,regularly,no,4,school_bus,74
male,group D,high school,standard,completed,married,sometimes,yes,1,school_bus,75
male,group B,associate's degree,free/reduced,none,married,regularly,yes,3,private,76
female,group D,master's degree,standard,none,married,never,yes,4,private,68
female,group B,some college,free/reduced,none,married,regularly,yes,0,private,41
male,group D,some high school,standard,completed,single,never,yes,5,private,70
female,group D,high school,standard,none,married,sometimes,yes,2,school_bus,53
male,group C,some college,standard,,married,sometimes,yes,2,private,57
male,group D,,standard,completed,single,regularly,yes,0,private,64
male,group C,some high school,standard,completed,married,sometimes,yes,0,private,85
female,group B,some high school,standard,none,married,sometimes,no,2,private,53
male,group C,some high school,standard,none,divorced,sometimes,no,1,school_bus,59
male,group B,bachelor's degree,standard,none,married,regularly,yes,1,school_bus,76
male,group C,some college,free/reduced,none,divorced,regularly,no,2,,65
female,group C,high school,free/reduced,none,divorced,regularly,yes,1,school_bus,48
female,group D,,free/reduced,none,single,never,yes,1,school_bus,51
female,group C,some high school,standard,none,married,sometimes,no,1,school_bus,69
male,group E,some college,standard,none,single,sometimes,yes,4,school_bus,97
female,group E,high school,standard,,married,regularly,yes,0,private,65
female,group B,high school,free/reduced,none,single,sometimes,no,,school_bus,47
male,group D,some college,standard,,divorced,sometimes,no,1,,100
male,group B,associate's degree,standard,completed,married,never,yes,3,school_bus,80
female,group E,bachelor's degree,standard,none,divorced,never,yes,1,private,70
female,group B,some college,standard,completed,married,sometimes,yes,0,school_bus,84
male,group D,some college,free/reduced,completed,married,sometimes,yes,0,private,43
female,group C,associate's degree,standard,none,divorced,regularly,no,5,school_bus,73
male,group D,some high school,standard,completed,married,sometimes,no,2,,88
male,group C,some high school,standard,none,single,sometimes,no,3,private,71
female,group B,some college,standard,completed,married,never,no,2,school_bus,63
male,group E,some college,free/reduced,completed,,sometimes,yes,3,school_bus,75
female,group D,high school,free/reduced,completed,single,sometimes,yes,4,private,40
male,group D,bachelor's degree,free/reduced,none,married,never,no,2,private,52
female,,associate's degree,standard,none,single,sometimes,no,3,school_bus,65
male,,bachelor's degree,free/reduced,none,married,regularly,yes,0,,71
female,group D,some college,standard,,single,regularly,yes,3,school_bus,51
female,group E,high school,free/reduced,none,married,regularly,yes,1,school_bus,71
male,group D,some college,free/reduced,completed,married,sometimes,no,3,school_bus,74
female,group C,some high school,free/reduced,none,married,never,yes,1,school_bus,49
female,,some college,standard,none,married,sometimes,yes,3,school_bus,79
male,group C,some high school,free/reduced,none,divorced,sometimes,yes,5,private,63
female,group A,,standard,completed,married,sometimes,no,1,school_bus,59
female,group D,some college,standard,none,married,never,yes,4,,58
male,group C,associate's degree,standard,none,married,regularly,no,1,private,92
female,group E,,standard,completed,single,regularly,yes,1,school_bus,65
male,group B,associate's degree,free/reduced,none,married,sometimes,yes,1,private,40
female,group C,associate's degree,standard,none,,sometimes,yes,2,private,77
female,group A,bachelor's degree,standard,none,married,regularly,yes,3,private,81
female,group E,some college,standard,none,single,sometimes,no,3,school_bus,77
female,group D,some college,standard,none,married,never,,,school_bus,85
female,group D,some college,free/reduced,none,divorced,regularly,no,1,school_bus,80
female,group D,some high school,standard,none,married,regularly,no,1,,61
male,group C,bachelor's degree,standard,none,married,regularly,yes,2,school_bus,70
male,,bachelor's degree,standard,none,single,sometimes,yes,1,private,73
female,group B,some high school,standard,completed,married,regularly,yes,2,school_bus,96
female,group D,high school,standard,completed,married,sometimes,no,3,school_bus,76
female,group C,high school,standard,none,married,sometimes,yes,2,school_bus,80
male,group C,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,53
female,group D,some college,standard,completed,married,sometimes,yes,4,private,70
male,group A,some high school,standard,completed,single,regularly,yes,1,private,58
male,group B,some college,free/reduced,none,divorced,sometimes,yes,1,school_bus,49
male,,associate's degree,standard,none,married,regularly,yes,0,private,80
female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,2,school_bus,68
male,group C,associate's degree,free/reduced,,widowed,sometimes,yes,2,private,67
female,group E,some high school,standard,none,married,regularly,no,2,private,74
female,group D,some high school,standard,completed,married,never,no,2,school_bus,72
female,group E,associate's degree,free/reduced,none,married,regularly,yes,2,school_bus,56
female,group A,bachelor's degree,free/reduced,none,single,sometimes,yes,2,school_bus,48
male,group D,high school,standard,completed,married,sometimes,yes,1,,85
male,group C,some college,standard,,married,never,yes,4,school_bus,79
male,group D,bachelor's degree,free/reduced,completed,married,regularly,no,2,school_bus,70
female,group B,some college,free/reduced,none,,regularly,no,1,school_bus,35
female,group C,bachelor's degree,standard,completed,married,sometimes,yes,3,private,82
male,group B,associate's degree,standard,none,married,sometimes,yes,,school_bus,79
male,group C,associate's degree,standard,,married,sometimes,yes,0,private,77
male,group B,master's degree,standard,completed,single,sometimes,no,1,school_bus,81
male,group B,master's degree,standard,completed,married,never,yes,1,private,95
male,group A,,standard,none,married,regularly,yes,4,private,78
female,group C,some college,free/reduced,completed,married,regularly,no,2,school_bus,46
male,group E,some college,free/reduced,none,married,regularly,no,1,private,74
female,group E,some college,standard,none,married,sometimes,no,,school_bus,69
male,group E,some college,standard,none,,sometimes,yes,2,private,89
female,group E,some college,standard,completed,married,regularly,yes,4,private,91
female,group D,some college,standard,none,single,never,yes,,private,64
male,group E,some high school,free/reduced,none,married,regularly,no,3,private,49
male,group B,associate's degree,standard,none,married,sometimes,no,2,private,82
female,group E,high school,standard,none,single,sometimes,yes,1,,36
male,group D,master's degree,free/reduced,completed,married,regularly,yes,0,private,66
female,,some college,standard,none,married,regularly,yes,1,school_bus,57
male,,some college,standard,none,,sometimes,yes,0,,71
female,group C,some high school,free/reduced,none,married,regularly,yes,4,private,45
female,group B,some college,standard,none,married,sometimes,no,2,school_bus,63
male,group E,some high school,standard,completed,widowed,regularly,yes,2,school_bus,86
female,,some high school,standard,completed,married,sometimes,yes,3,school_bus,65
male,group C,associate's degree,free/reduced,none,single,sometimes,no,5,school_bus,93
male,group D,bachelor's degree,free/reduced,none,divorced,sometimes,yes,1,private,68
female,group C,,free/reduced,none,married,sometimes,yes,,school_bus,53
female,group D,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,61
male,group D,some high school,standard,none,married,regularly,yes,3,private,89
female,group C,high school,standard,none,married,sometimes,yes,0,,48
male,group C,associate's degree,standard,completed,,,yes,2,school_bus,64
male,group C,high school,standard,completed,married,regularly,no,1,school_bus,64
male,group B,some high school,standard,completed,married,never,no,3,school_bus,58
female,group C,associate's degree,standard,none,married,sometimes,yes,3,private,91
male,,high school,standard,completed,married,sometimes,no,3,private,76
female,group D,high school,standard,completed,married,sometimes,yes,5,school_bus,60
female,group C,some high school,standard,completed,married,regularly,yes,0,,82
female,group C,some high school,free/reduced,none,single,sometimes,yes,1,school_bus,57
male,group B,high school,free/reduced,none,divorced,regularly,yes,4,school_bus,60
male,group B,high school,standard,none,married,regularly,no,2,private,81
female,group C,bachelor's degree,standard,completed,single,sometimes,yes,2,school_bus,50
female,group D,some college,free/reduced,,married,regularly,no,3,private,59
female,group A,,standard,none,divorced,sometimes,yes,3,private,85
male,group B,associate's degree,standard,completed,single,sometimes,yes,3,private,81
